"Foods","Calories","Carbs","Fat","Protein","Cholest","Sodium","Sugars","Fiber","Day","Meal"
"Generation Ucan - Tropical Orange Superstarch (Tub), 2 scoop (25g)",160,40,0,0,0,260,0,0,2017-04-02,"Training"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-02,"Training"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-03,"Breakfast"
"hofgut storzeln - soja drink vanille, 300 g",177,18,6,11,0,0,18,2,2017-04-03,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-04-03,"Breakfast"
"Smoked - Salmon, 120 g",204,1,12,28,0,576,0,0,2017-04-03,"Breakfast"
"Rapunzel - Reismischung mit Wildreis, 60 g",212,44,1,5,0,0,0,2,2017-04-03,"Breakfast"
"Couscous, cooked, 1 cup, cooked",176,36,0,6,0,8,0,2,2017-04-03,"Lunch"
"migros - kalbs leber tranchen, 225 g",293,10,9,43,0,0,2,0,2017-04-03,"Dinner"
"Outtakes - Mixed Green Salad, Balsamic, 1 each",98,8,7,1,0,381,6,1,2017-04-03,"Dinner"
"Legumes Frais - Champignons Blanc (Cuits/sautes), 100 g",26,4,0,4,0,12,0,2,2017-04-03,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-04-03,"Dinner"
"Koko Diary Free - Original Calcium, 250 ml",68,5,5,1,0,0,4,0,2017-04-04,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-04,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-04-04,"Breakfast"
"Himbeeren - Himbeeren, 100 g",43,5,0,1,0,0,5,5,2017-04-04,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-04-04,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-04-04,"Breakfast"
"Chicken - Leg, meat only, cooked, roasted, 120 g",229,0,10,32,113,109,0,0,2017-04-04,"Lunch"
"Raw - Zuchini, 300 g",51,9,1,4,0,24,8,3,2017-04-04,"Lunch"
"Cotsco Brussel Sprouts - Brussel Sprouts Choux De Bruxels, 170 G 5 sprouts",80,12,1,4,0,50,4,6,2017-04-04,"Lunch"
"Rapunzel - Reismischung mit Wildreis, 40 g",142,30,1,3,0,0,0,1,2017-04-04,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-04-04,"Lunch"
"Rice &Rice - spaghetti di riso, 75 gr",263,59,1,5,0,0,0,0,2017-04-04,"Dinner"
"Generic - Homemade Bolognese Sauce, 1 cup",240,5,0,30,0,292,4,0,2017-04-04,"Dinner"
"Carrot - Cake, 1 piece",300,37,16,3,30,320,27,2,2017-04-04,"Snacks"
"hofgut storzeln - soja drink vanille, 300 g",177,18,6,11,0,0,18,2,2017-04-05,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-04-05,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-05,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-04-05,"Breakfast"
"Couscous, cooked, 1 cup, cooked",176,36,0,6,0,8,0,2,2017-04-05,"Lunch"
"Koko Diary Free - Original Calcium, 250 ml",68,5,5,1,0,0,4,0,2017-04-06,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-06,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-04-06,"Breakfast"
"Himbeeren - Himbeeren, 100 g",43,5,0,1,0,0,5,5,2017-04-06,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-04-06,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-04-06,"Breakfast"
"Chicken - Leg, meat only, cooked, roasted, 120 g",229,0,10,32,113,109,0,0,2017-04-06,"Lunch"
"Rapunzel - Reismischung mit Wildreis, 40 g",142,30,1,3,0,0,0,1,2017-04-06,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-04-06,"Lunch"
"Cotsco Brussel Sprouts - Brussel Sprouts Choux De Bruxels, 170 G 5 sprouts",80,12,1,4,0,50,4,6,2017-04-06,"Lunch"
"Raw - Zuchini, 300 g",51,9,1,4,0,24,8,3,2017-04-06,"Lunch"
"Uk Fish and Chip Shop - Chips, 1 regular portion",839,45,19,12,0,0,14,5,2017-04-06,"Dinner"
"maxsport - raw paleo protein bar, 1 bar",198,17,4,10,0,0,16,7,2017-04-06,"Snacks"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-04-07,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-04-07,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-04-07,"Breakfast"
"Chicken - Leg, meat only, cooked, roasted, 120 g",229,0,10,32,113,109,0,0,2017-04-07,"Lunch"
"Rapunzel - Reismischung mit Wildreis, 40 g",142,30,1,3,0,0,0,1,2017-04-07,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-04-07,"Lunch"
"Cotsco Brussel Sprouts - Brussel Sprouts Choux De Bruxels, 170 G 5 sprouts",80,12,1,4,0,50,4,6,2017-04-07,"Lunch"
"Raw - Zuchini, 300 g",51,9,1,4,0,24,8,3,2017-04-07,"Lunch"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-04-07,"Dinner"
"Metzger - Rind Filet, 150 g",188,0,6,32,150,65,0,0,2017-04-07,"Dinner"
"Waitrose - Ratte Potatoes, 200 g",158,34,0,4,0,20,1,5,2017-04-07,"Dinner"
"Croissants - Butter, 2.5 oz",287,32,15,6,47,526,8,2,2017-04-07,"Snacks"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-04-08,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-04-08,"Breakfast"
"Tim Bacon - Bacon, 1 slices (54g)",115,0,4,3,10,150,0,0,2017-04-08,"Breakfast"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-04-08,"Breakfast"
"Lachs - Lachs, 250 g",573,0,40,50,0,0,0,0,2017-04-08,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-04-08,"Dinner"
"Giant - Crusty French Bread, 4 slices (57g)",320,58,6,8,0,580,4,2,2017-04-08,"Dinner"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-04-08,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-08,"Training"
"carb killer - chocolate crunch, 60 gram",220,15,9,23,0,0,2,7,2017-04-08,"Training"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-04-09,"Breakfast"
"Egg - Egg, 2.5 large egg (50g)",175,0,13,15,463,175,0,0,2017-04-09,"Breakfast"
"Timea - Avocado, 0.65 Medium Avocado (150g)",111,10,17,2,0,9,0,8,2017-04-09,"Breakfast"
"Giant - Crusty French Bread, 1 slices (57g)",80,15,2,2,0,145,1,1,2017-04-09,"Breakfast"
"Green Olives - Great Value, 5 olives",25,0,3,0,0,170,0,0,2017-04-09,"Breakfast"
"Truite - Truite, 200 g",380,0,16,54,148,134,0,0,2017-04-09,"Dinner"
"Cara Cara - Orange, 0.25 orange",20,5,0,0,0,0,4,1,2017-04-09,"Dinner"
"Ilios - Dattes, Deglet Nour, 1.25 dattes (40 g)",30,6,0,0,0,19,1,1,2017-04-09,"Dinner"
"Couscous, cooked, 1 cup, cooked",176,36,0,6,0,8,0,2,2017-04-09,"Dinner"
"Generic - Grilled Aubergine, 300 g",75,9,1,3,0,6,11,9,2017-04-09,"Snacks"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-04-09,"Snacks"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-04-10,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-04-10,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-10,"Breakfast"
"Peanut butter - Reduced sodium, 1 tbsp",101,4,8,4,0,32,1,1,2017-04-10,"Breakfast"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-04-10,"Breakfast"
"Couscous, cooked, 1 cup, cooked",176,36,0,6,0,8,0,2,2017-04-10,"Lunch"
"Generic - Fresh Steamed Brocoli, 1 cup",30,6,0,3,0,29,2,2,2017-04-10,"Lunch"
"Chicken - Leg, meat only, cooked, roasted, 120 g",229,0,10,32,113,109,0,0,2017-04-10,"Lunch"
"Metzger - Rind Filet, 150 g",188,0,6,32,150,65,0,0,2017-04-10,"Dinner"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-04-10,"Snacks"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 30 g",172,7,15,2,0,0,0,0,2017-04-10,"Snacks"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-10,"Snacks"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-10,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-04-10,"Training"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-04-11,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-04-11,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-04-11,"Breakfast"
"Trader Joe's - Almond Butter, 1 tbsp",95,3,9,4,0,60,2,2,2017-04-11,"Breakfast"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-04-11,"Breakfast"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-11,"Breakfast"
"flank steak - Flank Steak, 6 oz",270,0,14,36,113,90,0,0,2017-04-11,"Lunch"
"Fries - Fries, 1.25 cup",138,25,4,3,0,0,0,0,2017-04-11,"Lunch"
"Rice &Rice - spaghetti di riso, 100 gr",351,78,1,7,0,0,0,0,2017-04-11,"Dinner"
"Tomato - Tomato, 182 g",33,7,0,2,0,9,5,2,2017-04-11,"Dinner"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-04-11,"Dinner"
"Laschori - Black Tiger Schrimps, 150 g",86,0,2,18,0,0,0,0,2017-04-11,"Dinner"
"Trek - Cocoa Chaos, 55 g",186,27,4,10,0,120,23,4,2017-04-11,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-04-11,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-11,"Training"
"Grenade - Chocolate Crunch Protein Bar (net carbs), 60 Gramm",220,3,9,23,0,0,2,7,2017-04-11,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-12,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-04-12,"Breakfast"
"Seeds for Smoothie - Chia, 2 tablespoon",120,0,10,6,0,0,0,11,2017-04-12,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-04-12,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-04-12,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-12,"Breakfast"
"Giant - Crusty French Bread, 4 slices (57g)",320,58,6,8,0,580,4,2,2017-04-12,"Dinner"
"P - Celeri Rave, 200 gr",74,11,1,2,1,538,3,6,2017-04-12,"Dinner"
"Cheese, cheddar, 1.5 oz",173,1,14,10,43,274,0,0,2017-04-12,"Dinner"
"Geflugel - Entenbrust, 140 g",315,0,25,25,0,0,0,0,2017-04-12,"Dinner"
"Homemade - Vegan Apple Banana Muffin, 1 muffin",220,55,7,4,0,123,12,8,2017-04-12,"Snacks"
"Schar - Meisterbackers Vital, 32 gram",85,12,3,1,0,0,0,0,2017-04-12,"Snacks"
"Le Pain des fleurs - tartine, 6 tartine",84,12,0,0,0,0,0,0,2017-04-12,"Snacks"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-04-13,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-04-13,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-04-13,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-04-13,"Breakfast"
"Uk Fish and Chip Shop - Chips, 1 regular portion",839,45,19,12,0,0,14,5,2017-04-13,"Dinner"
"Homemade - Vegan Apple Banana Muffin, 1 muffin",220,55,7,4,0,123,12,8,2017-04-13,"Snacks"
"Trek - Peanut Power, 55 g",203,26,6,10,0,400,21,3,2017-04-13,"Training"
"Grenade - Chocolate Crunch Protein Bar (net carbs), 60 Gramm",220,3,9,23,0,0,2,7,2017-04-13,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-04-13,"Training"
"Egg - Egg, 1 large egg (50g)",70,0,5,6,185,70,0,0,2017-04-14,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-04-14,"Breakfast"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-04-14,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-14,"Breakfast"
"Juice - Green Juice, 10 ounces",84,22,1,3,0,21,14,0,2017-04-14,"Lunch"
"moroccan lentil soup - Soup, 2 cups",243,45,2,14,0,989,0,14,2017-04-14,"Lunch"
"Geflugel - Entenbrust, 140 g",315,0,25,25,0,0,0,0,2017-04-14,"Dinner"
"P - Celeri Rave, 200 gr",74,11,1,2,1,538,3,6,2017-04-14,"Dinner"
"Cheese, cheddar, 1.5 oz",173,1,14,10,43,274,0,0,2017-04-14,"Dinner"
"Carrot - Cake, 1 piece",300,37,16,3,30,320,27,2,2017-04-14,"Snacks"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-15,"Breakfast"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-04-15,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-04-15,"Breakfast"
"Giant Eagle - Hamburger Bun, 1.5 bun",210,41,2,6,0,330,5,2,2017-04-15,"Lunch"
"Sweet Potato, 1 cup (133 g)",114,27,0,2,0,73,6,4,2017-04-15,"Lunch"
"Mayonnaise - Mayonnaise, 1 tbsp",90,2,10,1,0,0,0,0,2017-04-15,"Lunch"
"W. Brandenburg - Rinder-Hack, 150 g",330,0,24,29,0,0,0,0,2017-04-15,"Lunch"
"Mark and Spencer - Rose Veal, Filet Steak, 275 grams",344,2,10,60,0,0,0,0,2017-04-15,"Dinner"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-04-15,"Dinner"
"Usda Choufleur - Choufleur Cuit, 600 g",138,25,3,11,0,90,0,14,2017-04-15,"Dinner"
"Le Pain des fleurs - tartine, 6 tartine",84,12,0,0,0,0,0,0,2017-04-15,"Snacks"
"Trek - Peanut Power, 55 g",203,26,6,10,0,400,21,3,2017-04-15,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-15,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-04-15,"Training"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-04-16,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-16,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-04-16,"Breakfast"
"Locatelli Imported - Pecorino Romano, 1 ounce",110,1,9,8,25,480,1,0,2017-04-16,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-04-16,"Breakfast"
"moroccan lentil soup - Soup, 1.5 cups",182,34,1,11,0,742,0,11,2017-04-16,"Lunch"
"Boston's - Dinner Salad, 181 g",150,22,5,6,0,400,0,3,2017-04-16,"Lunch"
"Lamm - Filet, 150 g",179,0,5,33,0,0,0,0,2017-04-16,"Dinner"
"Asparagus - Asparagus, 186 g",50,8,0,6,0,0,4,4,2017-04-16,"Dinner"
"Apple Croustade - Homemade, 191 g",408,63,17,4,41,118,35,5,2017-04-16,"Snacks"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-04-17,"Breakfast"
"Sweet Potato - Plain, 150 grams",129,30,0,2,0,83,6,5,2017-04-17,"Breakfast"
"Spinach - Raw, 2 cup",14,2,0,2,0,47,0,1,2017-04-17,"Breakfast"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-04-17,"Breakfast"
"Timea - Avocado, 0.5 Medium Avocado (150g)",85,8,13,2,0,7,0,6,2017-04-17,"Breakfast"
"hofgut storzeln - soja drink vanille, 150 g",89,9,3,5,0,0,9,1,2017-04-17,"Breakfast"
"Korean - Beef Bulgogi Bibimbap, 1 Bowl",637,45,20,28,130,500,0,15,2017-04-17,"Lunch"
"Generic - Lamb Osso Bucco, 6 oz",420,40,13,34,88,0,0,5,2017-04-17,"Dinner"
"Panera - Blueberry Scone, 0.65 Scone",306,43,13,5,49,585,16,1,2017-04-17,"Snacks"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-04-17,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-17,"Training"
"Trek - Peanut Power, 55 g",203,26,6,10,0,400,21,3,2017-04-17,"Training"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-04-18,"Breakfast"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-04-18,"Breakfast"
"Planet Organic - Grain free  paleonola, 50 g",271,20,19,7,0,0,0,0,2017-04-18,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-19,"Breakfast"
"Keto - Chocolate Granola, 50 g",266,7,24,10,0,70,2,4,2017-04-19,"Breakfast"
"hofgut storzeln - soja drink vanille, 450 g",266,27,9,16,0,0,27,3,2017-04-19,"Breakfast"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-04-19,"Breakfast"
"Giant - Crusty French Bread, 1.5 slices (57g)",120,22,2,3,0,218,2,1,2017-04-19,"Breakfast"
"Smoothie Factory - Lite Peanut Butter Powerhouse, 21.6 oz",400,61,6,22,0,620,29,2,2017-04-19,"Lunch"
"Cooked - Sweet Potato, 150 g",135,31,0,3,0,54,10,5,2017-04-19,"Dinner"
"Antona - Terrine De Canard, 50 g",147,2,13,6,0,0,0,0,2017-04-19,"Snacks"
"Kroger - Crusty French Bread, 75 gram",187,35,1,8,0,335,1,1,2017-04-19,"Snacks"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-04-20,"Breakfast"
"hofgut storzeln - soja drink vanille, 450 g",266,27,9,16,0,0,27,3,2017-04-20,"Breakfast"
"Timea - Avocado, 0.5 Medium Avocado (150g)",85,8,13,2,0,7,0,6,2017-04-20,"Breakfast"
"Smoked - Salmon, 120 g",204,1,12,28,0,576,0,0,2017-04-20,"Breakfast"
"Giant - Crusty French Bread, 1 slices (57g)",80,15,2,2,0,145,1,1,2017-04-20,"Breakfast"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-04-20,"Lunch"
"Apple (Raw) - Apple, 0.5 Medium Apple",48,13,0,0,0,1,10,2,2017-04-20,"Lunch"
"Orange - Blood Orange, 0.5 orange",35,8,1,1,0,0,6,2,2017-04-20,"Lunch"
"Koko Diary Free - Original Calcium, 250 ml",68,5,5,1,0,0,4,0,2017-04-20,"Lunch"
"Sunwarrior - Classic Plus Vanilla, 25 g",100,4,1,17,0,310,0,3,2017-04-20,"Lunch"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-20,"Lunch"
"Rice &Rice - spaghetti di riso, 100 gr",351,78,1,7,0,0,0,0,2017-04-20,"Dinner"
"Geflugel - Entenbrust, 140 g",315,0,25,25,0,0,0,0,2017-04-20,"Dinner"
"Trek - Cocoa Chaos, 55 g",186,27,4,10,0,120,23,4,2017-04-20,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-20,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-04-20,"Training"
"Keto - Chocolate Granola, 50 g",266,7,24,10,0,70,2,4,2017-04-21,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-21,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-04-21,"Breakfast"
"A Grilled - Chicken Breast, 120 g",203,0,14,55,62,530,0,0,2017-04-21,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-04-21,"Lunch"
"Bacon Slice - Bacon, 2 slices",160,0,10,3,5,210,0,0,2017-04-21,"Lunch"
"Rice &Rice - spaghetti di riso, 100 gr",351,78,1,7,0,0,0,0,2017-04-21,"Dinner"
"Generic - Homemade Bolognese Sauce, 1 cup",240,5,0,30,0,292,4,0,2017-04-21,"Dinner"
"Carrot - Cake, 1 piece",300,37,16,3,30,320,27,2,2017-04-21,"Snacks"
"Usda - Egg, 1 egg (50g)",71,1,5,6,211,70,1,0,2017-04-21,"Snacks"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-04-21,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-21,"Training"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-04-22,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-22,"Breakfast"
"Timea - Avocado, 0.5 Medium Avocado (150g)",85,8,13,2,0,7,0,6,2017-04-22,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-04-22,"Breakfast"
"Lachs - Lachs, 185 g",424,0,30,37,0,0,0,0,2017-04-22,"Lunch"
"Mommy - Roasted Veggie Mix, 2 bowl",160,0,0,0,0,0,0,0,2017-04-22,"Lunch"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-04-22,"Dinner"
"Generic - Vegan Brownie, 1 Brownie",284,39,14,2,0,163,25,2,2017-04-22,"Snacks"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-23,"Breakfast"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-04-23,"Breakfast"
"Usda - Egg, 1 egg (50g)",71,1,5,6,211,70,1,0,2017-04-23,"Breakfast"
"Keto - Chocolate Granola, 60 g",319,8,29,12,0,84,2,5,2017-04-23,"Breakfast"
"A Grilled - Chicken Breast, 120 g",203,0,14,55,62,530,0,0,2017-04-23,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-04-23,"Lunch"
"Brussel Sprouts - Brussels Sprouts, Cooked, 1 cup (100g)",56,5,1,4,0,23,3,3,2017-04-23,"Lunch"
"Waitrose - Ratte Potatoes, 100 g",79,17,0,2,0,10,1,2,2017-04-23,"Lunch"
"hofgut storzeln - soja drink vanille, 400 g",236,24,8,14,0,0,24,2,2017-04-24,"Breakfast"
"Keto - Chocolate Granola, 60 g",319,8,29,12,0,84,2,5,2017-04-24,"Breakfast"
"Catarina - Tunfischfilet, 40 g",71,0,5,12,0,0,0,0,2017-04-24,"Lunch"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-04-24,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-04-24,"Lunch"
"Rosemont - Haricots Verts, 1.5 cup",66,14,0,5,0,0,0,7,2017-04-24,"Lunch"
"Vegan - Fudge Brownies, 1 square",110,3,7,2,23,30,1,2,2017-04-24,"Lunch"
"New Zealand - Rack of Lamb, 200 gram",455,0,32,41,194,611,0,0,2017-04-24,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-04-24,"Dinner"
"Waitrose - Ratte Potatoes, 200 g",158,34,0,4,0,20,1,5,2017-04-24,"Dinner"
"Trek - Peanut Power, 55 g",203,26,6,10,0,400,21,3,2017-04-24,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-24,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-04-24,"Training"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-25,"Breakfast"
"Planet Organic - Grain free  paleonola, 50 g",271,20,19,7,0,0,0,0,2017-04-25,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-04-25,"Breakfast"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-04-25,"Breakfast"
"Sweet Potato, 1 cup (133 g)",114,27,0,2,0,73,6,4,2017-04-25,"Lunch"
"Generic - Grilled Aubergine, 300 g",75,9,1,3,0,6,11,9,2017-04-25,"Snacks"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-04-25,"Snacks"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-04-25,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-04-25,"Training"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-04-26,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-04-26,"Breakfast"
"Seeds for Smoothie - Chia, 2 tablespoon",120,0,10,6,0,0,0,11,2017-04-26,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-04-26,"Breakfast"
"Koko Diary Free - Original Calcium, 250 ml",68,5,5,1,0,0,4,0,2017-04-26,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-04-26,"Breakfast"
"Frisch - Ananas, 100 g",50,12,0,1,0,1,10,1,2017-04-26,"Breakfast"
